numero_processo,numero_cnj,classe_codigo,classe_nome,orgao_julgador,data_ajuizamento,ultima_atualizacao,qtd_movimentos,grau,link_consulta
50493207220164047000,5049320-72.2016.4.04.7000,417,Apelação Criminal,GAB. 83 (Juíza Federal ANA PAULA DE BORTOLI),2018-08-01,2025-07-16T03:11:16.834Z,88,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50493207220164047000&selOrigem=TRF&chkMostrarBaixados=1
50494763620114047000,5049476-36.2011.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2014-03-26,2024-09-23T05:50:03.948Z,116,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50494763620114047000&selOrigem=TRF&chkMostrarBaixados=1
50497692520194047000,5049769-25.2019.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2021-03-17,2024-09-22T14:10:04.727Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50497692520194047000&selOrigem=TRF&chkMostrarBaixados=1
50499362320114047000,5049936-23.2011.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2013-09-05,2021-07-23T10:45:36.310000Z,51,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50499362320114047000&selOrigem=TRF&chkMostrarBaixados=1
50501324620184047000,5050132-46.2018.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2019-07-12,2025-04-24T19:16:33.524Z,42,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50501324620184047000&selOrigem=TRF&chkMostrarBaixados=1
50501652620244047000,5050165-26.2024.4.04.7000,417,Apelação Criminal,GAB 82 Des Federal MARCELO MALUCELLI,2026-08-17,2026-09-12T12:21:28.167000Z,9,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50501652620244047000&selOrigem=TRF&chkMostrarBaixados=1
50504209120184047000,5050420-91.2018.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2019-10-24,2024-09-23T08:50:05.411Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50504209120184047000&selOrigem=TRF&chkMostrarBaixados=1
50504234620184047000,5050423-46.2018.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2020-01-07,2024-09-20T08:00:07.676Z,52,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50504234620184047000&selOrigem=TRF&chkMostrarBaixados=1
50505687320164047000,5050568-73.2016.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2020-06-02,2025-07-14T15:41:48.300Z,230,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50505687320164047000&selOrigem=TRF&chkMostrarBaixados=1
50506745420244047000,5050674-54.2024.4.04.7000,417,Apelação Criminal,GAB 71 Des Federal ANGELO ROBERTO ILHA DA SILVA,2026-01-30,2026-09-12T03:06:23.560000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50506745420244047000&selOrigem=TRF&chkMostrarBaixados=1
50507852420134047000,5050785-24.2013.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2014-09-29,2021-07-23T23:51:00.116000Z,54,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50507852420134047000&selOrigem=TRF&chkMostrarBaixados=1
50508363520134047000,5050836-35.2013.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2015-02-27,2021-07-24T02:35:50.191000Z,36,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50508363520134047000&selOrigem=TRF&chkMostrarBaixados=1
50508581020244047000,5050858-10.2024.4.04.7000,417,Apelação Criminal,GAB 72 Des Federal ALEXANDRE GONCALVES LIPPEL,2026-02-05,2026-08-02T23:39:47.997000Z,31,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50508581020244047000&selOrigem=TRF&chkMostrarBaixados=1
50508633220244047000,5050863-32.2024.4.04.7000,417,Apelação Criminal,GAB 82 Des Federal MARCELO MALUCELLI,2026-05-26,2026-09-11T04:14:33.040000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50508633220244047000&selOrigem=TRF&chkMostrarBaixados=1
50509114020144047000,5050911-40.2014.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2016-08-03,2021-07-23T22:19:17.528000Z,43,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50509114020144047000&selOrigem=TRF&chkMostrarBaixados=1
50509532120164047000,5050953-21.2016.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2017-10-31,2025-04-24T19:07:51.748Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50509532120164047000&selOrigem=TRF&chkMostrarBaixados=1
50509766920134047000,5050976-69.2013.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-03-21,2021-07-21T20:40:09.347000Z,50,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50509766920134047000&selOrigem=TRF&chkMostrarBaixados=1
50513796720154047000,5051379-67.2015.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2024-02-16,2026-09-11T03:50:50.310000Z,81,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50513796720154047000&selOrigem=TRF&chkMostrarBaixados=1
50514766220184047000,5051476-62.2018.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2020-01-27,2024-09-21T20:00:06.341Z,53,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50514766220184047000&selOrigem=TRF&chkMostrarBaixados=1
50516646020154047000,5051664-60.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-08-25,2021-07-12T05:57:21.607000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50516646020154047000&selOrigem=TRF&chkMostrarBaixados=1
50517134320114047000,5051713-43.2011.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2014-10-28,2021-07-23T23:33:07.362000Z,30,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50517134320114047000&selOrigem=TRF&chkMostrarBaixados=1
50519480520144047000,5051948-05.2014.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-06-14,2021-07-23T23:08:35.665000Z,26,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50519480520144047000&selOrigem=TRF&chkMostrarBaixados=1
50520008320234047000,5052000-83.2023.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2024-03-05,2026-09-10T13:56:55.911000Z,14,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50520008320234047000&selOrigem=TRF&chkMostrarBaixados=1
50521605520164047000,5052160-55.2016.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2018-01-12,2024-09-21T13:01:48.831Z,64,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50521605520164047000&selOrigem=TRF&chkMostrarBaixados=1
50522866620204047000,5052286-66.2020.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2021-10-06,2024-09-23T19:12:22.460Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50522866620204047000&selOrigem=TRF&chkMostrarBaixados=1
50523218420244047000,5052321-84.2024.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2025-11-24,2026-03-11T11:17:05.290000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50523218420244047000&selOrigem=TRF&chkMostrarBaixados=1
50525660820184047000,5052566-08.2018.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2020-08-19,2025-08-01T20:50:59.407Z,48,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50525660820184047000&selOrigem=TRF&chkMostrarBaixados=1
50526089120174047000,5052608-91.2017.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2018-07-23,2021-07-10T13:02:24.227000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50526089120174047000&selOrigem=TRF&chkMostrarBaixados=1
50526241120184047000,5052624-11.2018.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2019-11-12,2024-09-22T02:20:14.784Z,36,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50526241120184047000&selOrigem=TRF&chkMostrarBaixados=1
50526744220154047000,5052674-42.2015.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2017-06-19,2024-08-30T17:25:14.671Z,71,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50526744220154047000&selOrigem=TRF&chkMostrarBaixados=1
50530133020174047000,5053013-30.2017.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2020-12-18,2025-04-24T19:16:42.598Z,106,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50530133020174047000&selOrigem=TRF&chkMostrarBaixados=1
50530251020184047000,5053025-10.2018.4.04.7000,417,Apelação Criminal,Vice-Presidência,2021-11-17,2025-09-14T15:11:28.290Z,77,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50530251020184047000&selOrigem=TRF&chkMostrarBaixados=1
50530800520114047000,5053080-05.2011.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2013-03-13,2022-06-04T15:52:11.431000Z,53,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50530800520114047000&selOrigem=TRF&chkMostrarBaixados=1
50534780520184047000,5053478-05.2018.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2019-04-30,2025-04-24T18:59:17.915Z,94,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50534780520184047000&selOrigem=TRF&chkMostrarBaixados=1
50534787320164047000,5053478-73.2016.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2018-07-16,2026-06-02T05:59:47.952000Z,143,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50534787320164047000&selOrigem=TRF&chkMostrarBaixados=1
50541868920174047000,5054186-89.2017.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2018-09-04,2025-06-03T19:20:55.354Z,156,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50541868920174047000&selOrigem=TRF&chkMostrarBaixados=1
50543033620244047000,5054303-36.2024.4.04.7000,417,Apelação Criminal,GAB 71 Des Federal ANGELO ROBERTO ILHA DA SILVA,2026-04-23,2026-07-31T12:58:27.011000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50543033620244047000&selOrigem=TRF&chkMostrarBaixados=1
50545990520174047000,5054599-05.2017.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2018-10-09,2025-04-24T21:44:10.509Z,145,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50545990520174047000&selOrigem=TRF&chkMostrarBaixados=1
50546333320244047000,5054633-33.2024.4.04.7000,417,Apelação Criminal,GAB 72 Des Federal ALEXANDRE GONCALVES LIPPEL,2026-05-25,2026-08-02T08:08:01.537000Z,12,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50546333320244047000&selOrigem=TRF&chkMostrarBaixados=1
50546678620164047000,5054667-86.2016.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2017-08-09,2021-07-11T01:07:43.606000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50546678620164047000&selOrigem=TRF&chkMostrarBaixados=1
50546975820154047000,5054697-58.2015.4.04.7000,417,Apelação Criminal,Vice-Presidência,2020-11-09,2025-04-24T19:15:09.762Z,104,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50546975820154047000&selOrigem=TRF&chkMostrarBaixados=1
50547879520174047000,5054787-95.2017.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2022-09-25,2025-07-14T06:50:51.934Z,58,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50547879520174047000&selOrigem=TRF&chkMostrarBaixados=1
50549572320244047000,5054957-23.2024.4.04.7000,417,Apelação Criminal,GAB 81 Des Federal LORACI FLORES DE LIMA,2026-04-22,2026-08-01T02:42:41.339000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50549572320244047000&selOrigem=TRF&chkMostrarBaixados=1
50551213720144047000,5055121-37.2014.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-08-04,2021-07-11T02:48:18.300000Z,60,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50551213720144047000&selOrigem=TRF&chkMostrarBaixados=1
50551387320144047000,5055138-73.2014.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2015-10-26,2021-07-23T10:41:59.407000Z,16,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50551387320144047000&selOrigem=TRF&chkMostrarBaixados=1
50551467420194047000,5055146-74.2019.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2021-08-16,2024-09-22T02:20:26.166Z,36,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50551467420194047000&selOrigem=TRF&chkMostrarBaixados=1
50552787820124047000,5055278-78.2012.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2017-03-06,2021-07-12T05:54:30.282000Z,81,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50552787820124047000&selOrigem=TRF&chkMostrarBaixados=1
50553015320144047000,5055301-53.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2015-06-03,2025-06-14T22:11:20.217Z,189,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50553015320144047000&selOrigem=TRF&chkMostrarBaixados=1
50553026220194047000,5055302-62.2019.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2021-06-14,2025-04-24T19:11:20.683Z,41,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50553026220194047000&selOrigem=TRF&chkMostrarBaixados=1
50553575720124047000,5055357-57.2012.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2014-06-25,2022-06-04T15:59:26.120000Z,78,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50553575720124047000&selOrigem=TRF&chkMostrarBaixados=1
50553620620174047000,5055362-06.2017.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2021-08-23,2025-04-24T19:18:08.364Z,75,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50553620620174047000&selOrigem=TRF&chkMostrarBaixados=1
50553866320194047000,5055386-63.2019.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2024-06-27,2024-12-11T08:50:36.423Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50553866320194047000&selOrigem=TRF&chkMostrarBaixados=1
50554849220124047000,5055484-92.2012.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2016-11-09,2021-07-13T19:00:31.457000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50554849220124047000&selOrigem=TRF&chkMostrarBaixados=1
50555756520244047000,5055575-65.2024.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2026-06-05,2026-08-02T10:19:24.906000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50555756520244047000&selOrigem=TRF&chkMostrarBaixados=1
50556007820244047000,5055600-78.2024.4.04.7000,417,Apelação Criminal,GAB 82 Des Federal MARCELO MALUCELLI,2026-02-24,2026-08-02T23:34:09.841000Z,30,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50556007820244047000&selOrigem=TRF&chkMostrarBaixados=1
50557480720154047000,5055748-07.2015.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2016-11-09,2021-07-21T17:50:23.433000Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50557480720154047000&selOrigem=TRF&chkMostrarBaixados=1
50557636820184047000,5055763-68.2018.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2020-07-10,2024-09-21T16:31:10.840Z,69,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50557636820184047000&selOrigem=TRF&chkMostrarBaixados=1
50560052720184047000,5056005-27.2018.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2020-08-26,2024-09-22T04:40:18.761Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50560052720184047000&selOrigem=TRF&chkMostrarBaixados=1
50562943320134047000,5056294-33.2013.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2016-01-25,2021-07-23T10:21:38.785000Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50562943320134047000&selOrigem=TRF&chkMostrarBaixados=1
50563950220154047000,5056395-02.2015.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2016-06-15,2021-07-21T09:46:49.827000Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50563950220154047000&selOrigem=TRF&chkMostrarBaixados=1
50564314920124047000,5056431-49.2012.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2013-12-13,2021-07-23T13:37:45.058000Z,59,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50564314920124047000&selOrigem=TRF&chkMostrarBaixados=1
50565333220164047000,5056533-32.2016.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2020-12-16,2025-08-02T00:00:04.004Z,106,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50565333220164047000&selOrigem=TRF&chkMostrarBaixados=1
50566835220124047000,5056683-52.2012.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2017-02-13,2021-07-12T05:55:32.593000Z,59,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50566835220124047000&selOrigem=TRF&chkMostrarBaixados=1
50567754420234047000,5056775-44.2023.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2024-12-06,2025-03-19T06:20:05.463Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50567754420234047000&selOrigem=TRF&chkMostrarBaixados=1
50569147420154047000,5056914-74.2015.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2018-05-23,2024-08-30T19:12:24.060Z,55,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50569147420154047000&selOrigem=TRF&chkMostrarBaixados=1
50569421320134047000,5056942-13.2013.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2015-08-24,2021-07-24T02:57:28.781000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50569421320134047000&selOrigem=TRF&chkMostrarBaixados=1
50569967120164047000,5056996-71.2016.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2018-10-24,2025-04-24T21:08:00.409Z,130,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50569967120164047000&selOrigem=TRF&chkMostrarBaixados=1
50571725020164047000,5057172-50.2016.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2017-09-13,2025-04-25T01:09:44.530Z,49,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50571725020164047000&selOrigem=TRF&chkMostrarBaixados=1
50573847620134047000,5057384-76.2013.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2017-04-10,2021-07-16T04:18:54.215000Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50573847620134047000&selOrigem=TRF&chkMostrarBaixados=1
50574593220244047000,5057459-32.2024.4.04.7000,417,Apelação Criminal,Vice-Presidência,2025-08-26,2026-05-08T07:15:50.274000Z,52,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50574593220244047000&selOrigem=TRF&chkMostrarBaixados=1
50574696220134047000,5057469-62.2013.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2015-02-13,2021-07-23T23:29:31.251000Z,20,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50574696220134047000&selOrigem=TRF&chkMostrarBaixados=1
50576869520194047000,5057686-95.2019.4.04.7000,426,Recurso em Sentido Estrito,GAB 83 Des Federal ANA PAULA DE BORTOLI,2026-08-07,2026-09-11T07:44:53.363000Z,12,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50576869520194047000&selOrigem=TRF&chkMostrarBaixados=1
50579302920164047000,5057930-29.2016.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2017-10-16,2021-07-09T21:07:40.599000Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50579302920164047000&selOrigem=TRF&chkMostrarBaixados=1
50580924820214047000,5058092-48.2021.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2022-09-09,2024-08-15T07:53:37.313Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50580924820214047000&selOrigem=TRF&chkMostrarBaixados=1
50583263520184047000,5058326-35.2018.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2020-03-20,2024-08-29T23:01:49.179Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50583263520184047000&selOrigem=TRF&chkMostrarBaixados=1
50585779220144047000,5058577-92.2014.4.04.7000,417,Apelação Criminal,GAB. 81 (Juiz Federal NIVALDO BRUNONI),2015-10-30,2021-07-23T10:46:14.575000Z,25,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50585779220144047000&selOrigem=TRF&chkMostrarBaixados=1
